# Time (s),Altitude (m),Vertical velocity (m/s),Drag coefficient (),Air density (g/cm³),Mach number (),Reference area (cm²)
8.1825,1276.5241,204.5069,0.5367,0.0011,0.6145,124.6898
8.185,1277.0353,204.448,0.5366,0.0011,0.6143,124.6898
8.1875,1277.5464,204.389,0.5365,0.0011,0.6141,124.6898
8.19,1278.0573,204.3301,0.5365,0.0011,0.614,124.6898
8.1925,1278.568,204.2711,0.5364,0.0011,0.6138,124.6898
8.195,1279.0786,204.2122,0.5363,0.0011,0.6136,124.6898
8.1975,1279.5891,204.1533,0.5363,0.0011,0.6134,124.6898
8.2,1280.0994,204.0943,0.5362,0.0011,0.6133,124.6898
8.2025,1280.6095,204.0354,0.5362,0.0011,0.6131,124.6898
8.205,1281.1196,203.9765,0.5361,0.0011,0.6129,124.6898
8.2075,1281.6294,203.9176,0.536,0.0011,0.6127,124.6898
8.21,1282.1391,203.8587,0.536,0.0011,0.6126,124.6898
8.2125,1282.6487,203.7998,0.5359,0.0011,0.6124,124.6898
8.215,1283.1581,203.7409,0.5359,0.0011,0.6122,124.6898
8.2175,1283.6674,203.682,0.5358,0.0011,0.612,124.6898
8.22,1284.1765,203.6231,0.5357,0.0011,0.6119,124.6898
8.2225,1284.6855,203.5643,0.5357,0.0011,0.6117,124.6898
8.225,1285.1944,203.5054,0.5356,0.0011,0.6115,124.6898
8.2275,1285.7031,203.4465,0.5355,0.0011,0.6113,124.6898
8.23,1286.2116,203.3876,0.5355,0.0011,0.6112,124.6898
8.2325,1286.72,203.3288,0.5354,0.0011,0.611,124.6898
8.235,1287.2282,203.2699,0.5354,0.0011,0.6108,124.6898
8.2375,1287.7363,203.2111,0.5353,0.0011,0.6106,124.6898
8.24,1288.2443,203.1522,0.5352,0.0011,0.6105,124.6898
8.2425,1288.7521,203.0934,0.5352,0.0011,0.6103,124.6898
8.245,1289.2598,203.0345,0.5351,0.0011,0.6101,124.6898
8.2475,1289.7673,202.9757,0.5351,0.0011,0.6099,124.6898
8.25,1290.2746,202.9169,0.535,0.0011,0.6098,124.6898
8.2525,1290.7819,202.8581,0.5349,0.0011,0.6096,124.6898
8.255,1291.2889,202.7992,0.5349,0.0011,0.6094,124.6898
8.2575,1291.7959,202.7404,0.5348,0.0011,0.6092,124.6898
8.26,1292.3026,202.6816,0.5348,0.0011,0.6091,124.6898
8.2625,1292.8093,202.6229,0.5347,0.0011,0.6089,124.6898
8.265,1293.3158,202.5641,0.5346,0.0011,0.6087,124.6898
8.2675,1293.8221,202.5053,0.5346,0.0011,0.6086,124.6898
8.27,1294.3283,202.4466,0.5345,0.0011,0.6084,124.6898
8.2725,1294.8343,202.3878,0.5345,0.0011,0.6082,124.6898
8.275,1295.3402,202.3291,0.5344,0.0011,0.608,124.6898
8.2775,1295.846,202.2703,0.5343,0.0011,0.6079,124.6898
8.28,1296.3516,202.2116,0.5343,0.0011,0.6077,124.6898
8.2825,1296.857,202.1529,0.5342,0.0011,0.6075,124.6898
8.285,1297.3623,202.0942,0.5342,0.0011,0.6074,124.6898
8.2875,1297.8675,202.0355,0.5341,0.0011,0.6072,124.6898
8.29,1298.3725,201.9768,0.534,0.0011,0.607,124.6898
8.2925,1298.8774,201.9181,0.534,0.0011,0.6068,124.6898
8.295,1299.3821,201.8595,0.5339,0.0011,0.6067,124.6898
8.2975,1299.8867,201.8008,0.5339,0.0011,0.6065,124.6898
8.3,1300.3911,201.7422,0.5338,0.0011,0.6063,124.6898
8.3025,1300.8954,201.6835,0.5337,0.0011,0.6061,124.6898
8.305,1301.3995,201.6249,0.5337,0.0011,0.606,124.6898
8.3075,1301.9035,201.5662,0.5336,0.0011,0.6058,124.6898
8.31,1302.4074,201.5076,0.5336,0.0011,0.6056,124.6898
8.3125,1302.9111,201.449,0.5335,0.0011,0.6054,124.6898
8.315,1303.4146,201.3904,0.5334,0.0011,0.6053,124.6898
8.3175,1303.918,201.3318,0.5334,0.0011,0.6051,124.6898
8.32,1304.4213,201.2732,0.5333,0.0011,0.6049,124.6898
8.3225,1304.9244,201.2146,0.5333,0.0011,0.6048,124.6898
8.325,1305.4273,201.156,0.5332,0.0011,0.6046,124.6898
8.3275,1305.9302,201.0974,0.5331,0.0011,0.6044,124.6898
8.33,1306.4328,201.0388,0.5331,0.0011,0.6042,124.6898
8.3325,1306.9353,200.9802,0.533,0.0011,0.6041,124.6898
8.335,1307.4377,200.9216,0.533,0.0011,0.6039,124.6898
8.3375,1307.94,200.8631,0.5329,0.0011,0.6037,124.6898
8.34,1308.442,200.8045,0.5328,0.0011,0.6035,124.6898
8.3425,1308.944,200.7459,0.5328,0.0011,0.6034,124.6898
8.345,1309.4458,200.6874,0.5327,0.0011,0.6032,124.6898
8.3475,1309.9474,200.6288,0.5327,0.0011,0.603,124.6898
8.35,1310.4489,200.5703,0.5326,0.0011,0.6028,124.6898
8.3525,1310.9503,200.5117,0.5325,0.0011,0.6027,124.6898
8.355,1311.4515,200.4532,0.5325,0.0011,0.6025,124.6898
8.3575,1311.9525,200.3947,0.5324,0.0011,0.6023,124.6898
8.36,1312.4534,200.3362,0.5324,0.0011,0.6022,124.6898
8.3625,1312.9542,200.2777,0.5323,0.0011,0.602,124.6898
8.365,1313.4548,200.2192,0.5323,0.0011,0.6018,124.6898
8.3675,1313.9553,200.1607,0.5322,0.0011,0.6016,124.6898
8.37,1314.4556,200.1022,0.5321,0.0011,0.6015,124.6898
8.3725,1314.9558,200.0438,0.5321,0.0011,0.6013,124.6898
8.375,1315.4559,199.9853,0.532,0.0011,0.6011,124.6898
8.3775,1315.9557,199.9269,0.532,0.0011,0.601,124.6898
8.38,1316.4555,199.8684,0.5319,0.0011,0.6008,124.6898
8.3825,1316.9551,199.81,0.5318,0.0011,0.6006,124.6898
8.385,1317.4545,199.7516,0.5318,0.0011,0.6004,124.6898
8.3875,1317.9538,199.6932,0.5317,0.0011,0.6003,124.6898
8.39,1318.453,199.6348,0.5317,0.0011,0.6001,124.6898
8.3925,1318.952,199.5764,0.5316,0.0011,0.5999,124.6898
8.395,1319.4509,199.518,0.5316,0.0011,0.5998,124.6898
8.3975,1319.9496,199.4596,0.5315,0.0011,0.5996,124.6898
8.4,1320.4482,199.4013,0.5314,0.0011,0.5994,124.6898
8.4025,1320.9466,199.3429,0.5314,0.0011,0.5993,124.6898
8.405,1321.4449,199.2845,0.5313,0.0011,0.5991,124.6898
8.4075,1321.943,199.2262,0.5313,0.0011,0.5989,124.6898
8.41,1322.441,199.1678,0.5312,0.0011,0.5987,124.6898
8.4125,1322.9389,199.1095,0.5312,0.0011,0.5986,124.6898
8.415,1323.4366,199.0512,0.5311,0.0011,0.5984,124.6898
8.4175,1323.9341,198.9928,0.5311,0.0011,0.5982,124.6898
8.42,1324.4315,198.9345,0.531,0.0011,0.598,124.6898
8.4225,1324.9288,198.8762,0.5309,0.0011,0.5979,124.6898
8.425,1325.4259,198.8179,0.5309,0.0011,0.5977,124.6898
8.4275,1325.9229,198.7596,0.5308,0.0011,0.5975,124.6898
8.43,1326.4197,198.7013,0.5308,0.0011,0.5974,124.6898
8.4325,1326.9164,198.643,0.5307,0.0011,0.5972,124.6898
8.435,1327.4129,198.5847,0.5307,0.0011,0.597,124.6898
8.4375,1327.9093,198.5264,0.5306,0.0011,0.5968,124.6898
8.44,1328.4056,198.4681,0.5305,0.0011,0.5967,124.6898
8.4425,1328.9017,198.4098,0.5305,0.0011,0.5965,124.6898
8.445,1329.3976,198.3515,0.5304,0.0011,0.5963,124.6898
8.4475,1329.8934,198.2932,0.5304,0.0011,0.5962,124.6898
8.45,1330.3891,198.235,0.5303,0.0011,0.596,124.6898
8.4525,1330.8846,198.1767,0.5303,0.0011,0.5958,124.6898
8.455,1331.38,198.1184,0.5302,0.0011,0.5956,124.6898
8.4575,1331.8752,198.0602,0.5302,0.0011,0.5955,124.6898
8.46,1332.3703,198.0019,0.5301,0.0011,0.5953,124.6898
8.4625,1332.8652,197.9437,0.53,0.0011,0.5951,124.6898
8.465,1333.36,197.8855,0.53,0.0011,0.595,124.6898
8.4675,1333.8546,197.8272,0.5299,0.0011,0.5948,124.6898
8.47,1334.3491,197.769,0.5299,0.0011,0.5946,124.6898
8.4725,1334.8435,197.7108,0.5298,0.0011,0.5944,124.6898
8.475,1335.3377,197.6526,0.5298,0.0011,0.5943,124.6898
8.4775,1335.8317,197.5944,0.5297,0.0011,0.5941,124.6898
8.48,1336.3256,197.5362,0.5297,0.0011,0.5939,124.6898
8.4825,1336.8194,197.478,0.5296,0.0011,0.5938,124.6898
8.485,1337.313,197.4198,0.5296,0.0011,0.5936,124.6898
8.4875,1337.8065,197.3616,0.5295,0.0011,0.5934,124.6898
8.49,1338.2998,197.3035,0.5294,0.0011,0.5933,124.6898
8.4925,1338.793,197.2453,0.5294,0.0011,0.5931,124.6898
8.495,1339.2861,197.1871,0.5293,0.0011,0.5929,124.6898
8.4975,1339.779,197.129,0.5293,0.0011,0.5927,124.6898
8.5,1340.2717,197.0708,0.5292,0.0011,0.5926,124.6898
8.5025,1340.7643,197.0127,0.5292,0.0011,0.5924,124.6898
8.505,1341.2568,196.9545,0.5291,0.0011,0.5922,124.6898
8.5075,1341.7491,196.8964,0.5291,0.0011,0.5921,124.6898
8.51,1342.2413,196.8383,0.529,0.0011,0.5919,124.6898
8.5125,1342.7333,196.7802,0.529,0.0011,0.5917,124.6898
8.515,1343.2252,196.7221,0.5289,0.0011,0.5916,124.6898
8.5175,1343.7169,196.664,0.5288,0.0011,0.5914,124.6898
8.52,1344.2085,196.6059,0.5288,0.0011,0.5912,124.6898
8.5225,1344.6999,196.5478,0.5287,0.0011,0.591,124.6898
8.525,1345.1912,196.4897,0.5287,0.0011,0.5909,124.6898
8.5275,1345.6824,196.4316,0.5286,0.0011,0.5907,124.6898
8.53,1346.1734,196.3735,0.5286,0.0011,0.5905,124.6898
8.5325,1346.6642,196.3155,0.5285,0.0011,0.5904,124.6898
8.535,1347.155,196.2574,0.5285,0.0011,0.5902,124.6898
8.5375,1347.6455,196.1993,0.5284,0.0011,0.59,124.6898
8.54,1348.136,196.1413,0.5284,0.0011,0.5899,124.6898
8.5425,1348.6262,196.0832,0.5283,0.0011,0.5897,124.6898
8.545,1349.1164,196.0252,0.5282,0.0011,0.5895,124.6898
8.5475,1349.6064,195.9672,0.5282,0.0011,0.5893,124.6898
8.55,1350.0962,195.9092,0.5281,0.0011,0.5892,124.6898
8.5525,1350.5859,195.8511,0.5281,0.0011,0.589,124.6898
8.555,1351.0755,195.7931,0.528,0.0011,0.5888,124.6898
8.5575,1351.5649,195.7351,0.528,0.0011,0.5887,124.6898
8.56,1352.0541,195.6771,0.5279,0.0011,0.5885,124.6898
8.5625,1352.5433,195.6191,0.5279,0.0011,0.5883,124.6898
8.565,1353.0322,195.5611,0.5278,0.0011,0.5882,124.6898
8.5675,1353.5211,195.5032,0.5278,0.0011,0.588,124.6898
8.57,1354.0097,195.4452,0.5277,0.0011,0.5878,124.6898
8.5725,1354.4983,195.3872,0.5277,0.0011,0.5876,124.6898
8.575,1354.9867,195.3292,0.5276,0.0011,0.5875,124.6898
8.5775,1355.4749,195.2713,0.5275,0.0011,0.5873,124.6898
8.58,1355.963,195.2133,0.5275,0.0011,0.5871,124.6898
8.5825,1356.451,195.1554,0.5274,0.0011,0.587,124.6898
8.585,1356.9388,195.0975,0.5274,0.0011,0.5868,124.6898
8.5875,1357.4265,195.0395,0.5273,0.0011,0.5866,124.6898
8.59,1357.914,194.9816,0.5273,0.0011,0.5865,124.6898
8.5925,1358.4014,194.9237,0.5272,0.0011,0.5863,124.6898
8.595,1358.8886,194.8658,0.5272,0.0011,0.5861,124.6898
8.5975,1359.3757,194.8079,0.5271,0.0011,0.586,124.6898
8.6,1359.8627,194.75,0.5271,0.0011,0.5858,124.6898
8.6025,1360.3495,194.6921,0.527,0.0011,0.5856,124.6898
8.605,1360.8361,194.6342,0.5269,0.0011,0.5854,124.6898
8.6075,1361.3226,194.5763,0.5269,0.0011,0.5853,124.6898
8.61,1361.809,194.5184,0.5268,0.0011,0.5851,124.6898
8.6125,1362.2952,194.4605,0.5268,0.0011,0.5849,124.6898
8.615,1362.7813,194.4026,0.5267,0.0011,0.5847,124.6898
8.6175,1363.2673,194.3447,0.5267,0.0011,0.5846,124.6898
8.62,1363.753,194.2868,0.5266,0.0011,0.5844,124.6898
8.6225,1364.2387,194.2289,0.5266,0.0011,0.5842,124.6898
8.625,1364.7242,194.171,0.5265,0.0011,0.584,124.6898
8.6275,1365.2095,194.1131,0.5265,0.0011,0.5839,124.6898
8.63,1365.6947,194.0552,0.5264,0.0011,0.5837,124.6898
8.6325,1366.1798,193.9973,0.5263,0.0011,0.5835,124.6898
8.635,1366.6647,193.9394,0.5263,0.0011,0.5833,124.6898
8.6375,1367.1495,193.8815,0.5262,0.0011,0.5832,124.6898
8.64,1367.6341,193.8236,0.5262,0.0011,0.583,124.6898
8.6425,1368.1186,193.7657,0.5261,0.0011,0.5828,124.6898
8.645,1368.603,193.7078,0.5261,0.0011,0.5826,124.6898
8.6475,1369.0872,193.6499,0.526,0.0011,0.5825,124.6898
8.65,1369.5712,193.5921,0.526,0.0011,0.5823,124.6898
8.6525,1370.0551,193.5342,0.5259,0.0011,0.5821,124.6898
8.655,1370.5389,193.4764,0.5259,0.0011,0.5819,124.6898
8.6575,1371.0225,193.4187,0.5258,0.0011,0.5818,124.6898
8.66,1371.506,193.3609,0.5257,0.0011,0.5816,124.6898
8.6625,1371.9893,193.3032,0.5257,0.0011,0.5814,124.6898
8.665,1372.4725,193.2455,0.5256,0.0011,0.5813,124.6898
8.6675,1372.9555,193.1879,0.5256,0.0011,0.5811,124.6898
8.67,1373.4384,193.1302,0.5255,0.0011,0.5809,124.6898
8.6725,1373.9212,193.0726,0.5255,0.0011,0.5808,124.6898
8.675,1374.4038,193.0151,0.5254,0.0011,0.5806,124.6898
8.6775,1374.8863,192.9575,0.5254,0.0011,0.5804,124.6898
8.68,1375.3686,192.9,0.5253,0.0011,0.5802,124.6898
8.6825,1375.8508,192.8426,0.5253,0.0011,0.5801,124.6898
8.685,1376.3328,192.7851,0.5252,0.0011,0.5799,124.6898
8.6875,1376.8147,192.7277,0.5252,0.0011,0.5797,124.6898
8.69,1377.2964,192.6703,0.5251,0.0011,0.5796,124.6898
8.6925,1377.778,192.613,0.5251,0.0011,0.5794,124.6898
8.695,1378.2595,192.5557,0.525,0.0011,0.5792,124.6898
8.6975,1378.7408,192.4984,0.525,0.0011,0.5791,124.6898
8.7,1379.222,192.4411,0.5249,0.0011,0.5789,124.6898
8.7025,1379.703,192.3839,0.5249,0.0011,0.5787,124.6898
8.705,1380.1839,192.3267,0.5248,0.0011,0.5786,124.6898
8.7075,1380.6647,192.2695,0.5248,0.0011,0.5784,124.6898
8.71,1381.1453,192.2124,0.5247,0.0011,0.5782,124.6898
8.7125,1381.6257,192.1553,0.5246,0.0011,0.5781,124.6898
8.715,1382.106,192.0982,0.5246,0.0011,0.5779,124.6898
8.7175,1382.5862,192.0412,0.5245,0.0011,0.5777,124.6898
8.72,1383.0662,191.9842,0.5245,0.0011,0.5776,124.6898
8.7225,1383.5461,191.9272,0.5244,0.0011,0.5774,124.6898
8.725,1384.0259,191.8702,0.5244,0.0011,0.5772,124.6898
8.7275,1384.5055,191.8133,0.5243,0.0011,0.5771,124.6898
8.73,1384.985,191.7564,0.5243,0.0011,0.5769,124.6898
8.7325,1385.4643,191.6996,0.5242,0.0011,0.5767,124.6898
8.735,1385.9434,191.6427,0.5242,0.0011,0.5766,124.6898
8.7375,1386.4225,191.5859,0.5241,0.0011,0.5764,124.6898
8.74,1386.9014,191.5292,0.5241,0.0011,0.5762,124.6898
8.7425,1387.3801,191.4724,0.524,0.0011,0.5761,124.6898
8.745,1387.8587,191.4157,0.524,0.0011,0.5759,124.6898
8.7475,1388.3372,191.359,0.5239,0.0011,0.5757,124.6898
8.75,1388.8155,191.3024,0.5239,0.0011,0.5756,124.6898
8.7525,1389.2937,191.2458,0.5238,0.0011,0.5754,124.6898
8.755,1389.7718,191.1891,0.5238,0.0011,0.5752,124.6898
8.7575,1390.2497,191.1326,0.5237,0.0011,0.5751,124.6898
8.76,1390.7274,191.076,0.5237,0.0011,0.5749,124.6898
8.7625,1391.205,191.0195,0.5236,0.0011,0.5747,124.6898
8.765,1391.6825,190.963,0.5236,0.0011,0.5746,124.6898
8.7675,1392.1599,190.9065,0.5235,0.0011,0.5744,124.6898
8.77,1392.6371,190.8501,0.5235,0.0011,0.5742,124.6898
8.7725,1393.1141,190.7936,0.5234,0.0011,0.5741,124.6898
8.775,1393.591,190.7372,0.5234,0.0011,0.5739,124.6898
8.7775,1394.0678,190.6809,0.5233,0.0011,0.5737,124.6898
8.78,1394.5444,190.6245,0.5233,0.0011,0.5736,124.6898
8.7825,1395.0209,190.5682,0.5232,0.0011,0.5734,124.6898
8.785,1395.4973,190.5119,0.5232,0.0011,0.5732,124.6898
8.7875,1395.9735,190.4556,0.5231,0.0011,0.5731,124.6898
8.79,1396.4496,190.3993,0.5231,0.0011,0.5729,124.6898
8.7925,1396.9255,190.3431,0.523,0.0011,0.5727,124.6898
8.795,1397.4013,190.2869,0.523,0.0011,0.5726,124.6898
8.7975,1397.8769,190.2307,0.5229,0.0011,0.5724,124.6898
8.8,1398.3524,190.1745,0.5229,0.0011,0.5722,124.6898
8.8025,1398.8278,190.1183,0.5228,0.0011,0.5721,124.6898
8.805,1399.303,190.0622,0.5228,0.0011,0.5719,124.6898
8.8075,1399.7781,190.0061,0.5227,0.0011,0.5717,124.6898
8.81,1400.253,189.95,0.5227,0.0011,0.5716,124.6898
8.8125,1400.7278,189.8939,0.5226,0.0011,0.5714,124.6898
8.815,1401.2025,189.8379,0.5226,0.0011,0.5713,124.6898
8.8175,1401.677,189.7818,0.5225,0.0011,0.5711,124.6898
8.82,1402.1514,189.7258,0.5225,0.0011,0.5709,124.6898
8.8225,1402.6257,189.6698,0.5224,0.0011,0.5708,124.6898
8.825,1403.0998,189.6138,0.5224,0.0011,0.5706,124.6898
8.8275,1403.5737,189.5579,0.5223,0.0011,0.5704,124.6898
8.83,1404.0476,189.5019,0.5223,0.0011,0.5703,124.6898
8.8325,1404.5212,189.446,0.5222,0.0011,0.5701,124.6898
8.835,1404.9948,189.3901,0.5222,0.0011,0.5699,124.6898
8.8375,1405.4682,189.3342,0.5221,0.0011,0.5698,124.6898
8.84,1405.9415,189.2783,0.5221,0.0011,0.5696,124.6898
8.8425,1406.4146,189.2225,0.522,0.0011,0.5695,124.6898
8.845,1406.8876,189.1666,0.522,0.0011,0.5693,124.6898
8.8475,1407.3604,189.1108,0.5219,0.0011,0.5691,124.6898
8.85,1407.8331,189.055,0.5219,0.0011,0.569,124.6898
8.8525,1408.3057,188.9992,0.5218,0.0011,0.5688,124.6898
8.855,1408.7781,188.9434,0.5218,0.0011,0.5686,124.6898
8.8575,1409.2504,188.8877,0.5217,0.0011,0.5685,124.6898
8.86,1409.7226,188.832,0.5217,0.0011,0.5683,124.6898
8.8625,1410.1946,188.7763,0.5216,0.0011,0.5682,124.6898
8.865,1410.6664,188.7206,0.5216,0.0011,0.568,124.6898
8.8675,1411.1382,188.6649,0.5215,0.0011,0.5678,124.6898
8.87,1411.6098,188.6092,0.5215,0.0011,0.5677,124.6898
8.8725,1412.0812,188.5536,0.5214,0.0011,0.5675,124.6898
8.875,1412.5525,188.498,0.5214,0.0011,0.5674,124.6898
8.8775,1413.0237,188.4424,0.5213,0.0011,0.5672,124.6898
8.88,1413.4947,188.3868,0.5213,0.0011,0.567,124.6898
8.8825,1413.9656,188.3313,0.5212,0.0011,0.5669,124.6898
8.885,1414.4364,188.2757,0.5212,0.0011,0.5667,124.6898
8.8875,1414.907,188.2202,0.5212,0.0011,0.5665,124.6898
8.89,1415.3775,188.1647,0.5211,0.0011,0.5664,124.6898
8.8925,1415.8478,188.1092,0.5211,0.0011,0.5662,124.6898
8.895,1416.318,188.0537,0.521,0.0011,0.5661,124.6898
8.8975,1416.7881,187.9983,0.521,0.0011,0.5659,124.6898
8.9,1417.258,187.9429,0.5209,0.0011,0.5657,124.6898
8.9025,1417.7278,187.8875,0.5209,0.0011,0.5656,124.6898
8.905,1418.1975,187.8321,0.5208,0.0011,0.5654,124.6898
8.9075,1418.667,187.7767,0.5208,0.0011,0.5653,124.6898
8.91,1419.1364,187.7213,0.5207,0.0011,0.5651,124.6898
8.9125,1419.6056,187.666,0.5207,0.0011,0.5649,124.6898
8.915,1420.0747,187.6106,0.5206,0.0011,0.5648,124.6898
8.9175,1420.5436,187.5553,0.5206,0.0011,0.5646,124.6898
8.92,1421.0125,187.5,0.5205,0.0011,0.5644,124.6898
8.9225,1421.4811,187.4447,0.5205,0.0011,0.5643,124.6898
8.925,1421.9497,187.3894,0.5204,0.0011,0.5641,124.6898
8.9275,1422.4181,187.3342,0.5204,0.0011,0.564,124.6898
8.93,1422.8864,187.2789,0.5203,0.0011,0.5638,124.6898
8.9325,1423.3545,187.2237,0.5203,0.0011,0.5636,124.6898
8.935,1423.8225,187.1685,0.5202,0.0011,0.5635,124.6898
8.9375,1424.2903,187.1133,0.5202,0.0011,0.5633,124.6898
8.94,1424.758,187.0581,0.5201,0.0011,0.5631,124.6898
8.9425,1425.2256,187.003,0.5201,0.0011,0.563,124.6898
8.945,1425.6931,186.9479,0.52,0.0011,0.5628,124.6898
8.9475,1426.1604,186.8927,0.52,0.0011,0.5627,124.6898
8.95,1426.6275,186.8376,0.5199,0.0011,0.5625,124.6898
8.9525,1427.0946,186.7826,0.5199,0.0011,0.5623,124.6898
8.955,1427.5614,186.7275,0.5199,0.0011,0.5622,124.6898
8.9575,1428.0282,186.6725,0.5198,0.0011,0.562,124.6898
8.96,1428.4948,186.6175,0.5198,0.0011,0.5619,124.6898
8.9625,1428.9613,186.5625,0.5197,0.0011,0.5617,124.6898
8.965,1429.4276,186.5075,0.5197,0.0011,0.5615,124.6898
8.9675,1429.8938,186.4526,0.5196,0.0011,0.5614,124.6898
8.97,1430.3599,186.3977,0.5196,0.0011,0.5612,124.6898
8.9725,1430.8258,186.3428,0.5195,0.0011,0.5611,124.6898
8.975,1431.2916,186.2879,0.5195,0.0011,0.5609,124.6898
8.9775,1431.7572,186.2331,0.5194,0.0011,0.5607,124.6898
8.98,1432.2228,186.1782,0.5194,0.0011,0.5606,124.6898
8.9825,1432.6881,186.1234,0.5193,0.0011,0.5604,124.6898
8.985,1433.1534,186.0687,0.5193,0.0011,0.5603,124.6898
8.9875,1433.6185,186.0139,0.5192,0.0011,0.5601,124.6898
8.99,1434.0834,185.9592,0.5192,0.0011,0.56,124.6898
8.9925,1434.5483,185.9045,0.5192,0.0011,0.5598,124.6898
8.995,1435.013,185.8499,0.5191,0.0011,0.5596,124.6898
8.9975,1435.4775,185.7952,0.5191,0.0011,0.5595,124.6898
9,1435.9419,185.7406,0.519,0.0011,0.5593,124.6898
9.0025,1436.4062,185.686,0.519,0.0011,0.5592,124.6898
9.005,1436.8704,185.6315,0.5189,0.0011,0.559,124.6898
9.0075,1437.3344,185.5769,0.5189,0.0011,0.5588,124.6898
9.01,1437.7983,185.5224,0.5188,0.0011,0.5587,124.6898
9.0125,1438.262,185.4679,0.5188,0.0011,0.5585,124.6898
9.015,1438.7256,185.4134,0.5187,0.0011,0.5584,124.6898
9.0175,1439.1891,185.359,0.5187,0.0011,0.5582,124.6898
9.02,1439.6524,185.3046,0.5186,0.0011,0.558,124.6898
9.0225,1440.1156,185.2502,0.5186,0.0011,0.5579,124.6898
9.025,1440.5786,185.1958,0.5185,0.0011,0.5577,124.6898
9.0275,1441.0416,185.1414,0.5185,0.0011,0.5575,124.6898
9.03,1441.5043,185.0871,0.5184,0.0011,0.5574,124.6898
9.0325,1441.967,185.0328,0.5184,0.0011,0.5572,124.6898
9.035,1442.4295,184.9785,0.5184,0.0011,0.5571,124.6898
9.0375,1442.8919,184.9242,0.5183,0.0011,0.5569,124.6898
9.04,1443.3541,184.87,0.5183,0.0011,0.5567,124.6898
9.0425,1443.8162,184.8158,0.5182,0.0011,0.5566,124.6898
9.045,1444.2782,184.7616,0.5182,0.0011,0.5564,124.6898
9.0475,1444.74,184.7074,0.5181,0.0011,0.5563,124.6898
9.05,1445.2018,184.6533,0.5181,0.0011,0.5561,124.6898
9.0525,1445.6633,184.5992,0.518,0.0011,0.5559,124.6898
9.055,1446.1247,184.5451,0.518,0.0011,0.5558,124.6898
9.0575,1446.586,184.491,0.5179,0.0011,0.5556,124.6898
9.06,1447.0472,184.437,0.5179,0.0011,0.5555,124.6898
9.0625,1447.5082,184.383,0.5178,0.0011,0.5553,124.6898
9.065,1447.9691,184.329,0.5178,0.0011,0.5551,124.6898
9.0675,1448.4299,184.275,0.5177,0.0011,0.555,124.6898
9.07,1448.8905,184.2211,0.5177,0.0011,0.5548,124.6898
9.0725,1449.351,184.1672,0.5177,0.0011,0.5547,124.6898
9.075,1449.8113,184.1133,0.5176,0.0011,0.5545,124.6898
9.0775,1450.2715,184.0594,0.5176,0.0011,0.5543,124.6898
9.08,1450.7316,184.0056,0.5175,0.0011,0.5542,124.6898
9.0825,1451.1916,183.9517,0.5175,0.0011,0.554,124.6898
9.085,1451.6514,183.898,0.5174,0.0011,0.5539,124.6898
9.0875,1452.1111,183.8442,0.5174,0.0011,0.5537,124.6898
9.09,1452.5706,183.7905,0.5173,0.0011,0.5536,124.6898
9.0925,1453.03,183.7367,0.5173,0.0011,0.5534,124.6898
9.095,1453.4893,183.683,0.5172,0.0011,0.5532,124.6898
9.0975,1453.9484,183.6294,0.5172,0.0011,0.5531,124.6898
9.1,1454.4074,183.5757,0.5172,0.0011,0.5529,124.6898
9.1025,1454.8663,183.5221,0.5171,0.0011,0.5528,124.6898
9.105,1455.325,183.4685,0.5171,0.0011,0.5526,124.6898
9.1075,1455.7836,183.4149,0.517,0.0011,0.5525,124.6898
9.11,1456.2421,183.3614,0.517,0.0011,0.5523,124.6898
9.1125,1456.7005,183.3079,0.5169,0.0011,0.5521,124.6898
9.115,1457.1587,183.2544,0.5169,0.0011,0.552,124.6898
9.1175,1457.6167,183.201,0.5168,0.0011,0.5518,124.6898
9.12,1458.0747,183.1475,0.5168,0.0011,0.5517,124.6898
9.1225,1458.5325,183.0941,0.5167,0.0011,0.5515,124.6898
9.125,1458.9901,183.0407,0.5167,0.0011,0.5514,124.6898
9.1275,1459.4477,182.9874,0.5167,0.0011,0.5512,124.6898
9.13,1459.9051,182.934,0.5166,0.0011,0.5511,124.6898
9.1325,1460.3623,182.8807,0.5166,0.0011,0.5509,124.6898
9.135,1460.8195,182.8274,0.5165,0.0011,0.5507,124.6898
9.1375,1461.2765,182.7742,0.5165,0.0011,0.5506,124.6898
9.14,1461.7333,182.721,0.5164,0.0011,0.5504,124.6898
9.1425,1462.1901,182.6677,0.5164,0.0011,0.5503,124.6898
9.145,1462.6467,182.6146,0.5164,0.0011,0.5501,124.6898
9.1475,1463.1032,182.5614,0.5163,0.0011,0.55,124.6898
9.15,1463.5595,182.5082,0.5163,0.0011,0.5498,124.6898
9.1525,1464.0157,182.4551,0.5162,0.0011,0.5497,124.6898
9.155,1464.4718,182.402,0.5162,0.0011,0.5495,124.6898
9.1575,1464.9277,182.3489,0.5161,0.0011,0.5494,124.6898
9.16,1465.3835,182.2959,0.5161,0.0011,0.5492,124.6898
9.1625,1465.8392,182.2428,0.5161,0.0011,0.549,124.6898
9.165,1466.2947,182.1898,0.516,0.0011,0.5489,124.6898
9.1675,1466.7501,182.1368,0.516,0.0011,0.5487,124.6898
9.17,1467.2054,182.0838,0.5159,0.0011,0.5486,124.6898
9.1725,1467.6606,182.0309,0.5159,0.0011,0.5484,124.6898
