dt,acc_x,acc_y,acc_z,vel_N,vel_E,vel_D,pos_N,pos_E,pos_D,rot_x,rot_y,rot_z,lat,lon,alt,pressure,state,battery,ign1_cont,ign2_cont,ign3_cont,ign4_cont,ign1_state,ign2_state,ign3_state,ign4_state,gps_fix,gps_sats,height,h,State2,gps_h,Sats 2,rotx,,rotz
20219,"-8,218906","4,862803","-7,240074",0,0,"-23,12494","258,4907","-172,5302","1063,061","355,8025","39,31771","72,1319","50,33578417","19,5334695","1343,099976",86723,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1293,288733","1064,028179",600,"1004,199982",600,"305,3896",,
20668,"-10,55986","4,484611","-7,249091",0,0,"-23,30077","258,4907","-172,5302","1062,521","353,8568","30,08334","74,86966","50,33578417","19,5334695","1341,900024",86749,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1290,834092","1061,573538",600,"1003,000031",600,"303,4439",,
20682,"-10,06508","2,939584","-6,410602",0,0,"-23,47631","258,4907","-172,5302","1061,951","352,7026","20,7356","78,1761","50,33578417","19,5334695","1341,900024",86775,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1288,380047","1059,119492",600,"1003,000031",600,"302,2897",,
20712,"-9,468757","1,371881","-5,254431",0,0,"-23,64297","258,398","-172,4471","1061,357","352,3899","11,48476","81,89923","50,335785","19,53346833","1340,800049",86794,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1286,587083","1057,326528",600,"1001,900055",600,"301,977",,
20598,"-10,9723","0,8395365","-5,615645",0,0,"-23,80502","258,398","-172,4471","1060,747","353,1108","2,428348","85,76288","50,335785","19,53346833","1340,800049",86811,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1284,983121","1055,722566",600,"1001,900055",600,"302,6979",,
20012,"-14,06816","0,1441495","-5,474789",0,0,"-23,94499","258,3053","-172,3759","1060,216","354,6527","354,925","89,14822","50,33578583","19,53346733","1339,699951",86818,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1284,32274","1055,062185",600,"1000,799957",600,"304,2398",,
19999,"-14,60025","-1,810944","-4,081653",0,0,"-24,09509","258,194","-172,3522","1059,594","357,3789","346,892","92,88298","50,33578683","19,533467","1339,699951",86819,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1284,228403","1054,967849",600,"1000,799957",600,"306,966",,
20007,"-14,42179","-4,424142","-2,527447",0,0,"-24,19794","258,194","-172,3522","1058,994","1,09189","339,5753","96,42685","50,33578683","19,533467","1338,699951",86814,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1284,700095","1055,43954",600,"999,7999573",600,"-49,32101",,
20011,"-11,49652","-5,705945","-1,203468",0,0,"-24,25061","258,194","-172,3522","1058,492","5,117228","333,735","99,18804","50,33578783","19,53346667","1338,699951",86798,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1286,209657","1056,949102",600,"999,7999573",600,"-45,295672",,
20016,"-7,235016","-5,828345","-0,2250737",0,0,"-24,28885","258,0828","-172,3285","1057,924","10,49294","327,6555","101,9553","50,33578783","19,53346667","1337,699951",86789,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1287,058884","1057,79833",600,"998,7999573",600,"-39,91996",,
20417,"-7,472032","-6,527766","1,91408",0,0,"-24,30317","258,0828","-172,3285","1057,369","16,4112","322,1767","104,227","50,33578867","19,53346633","1337,699951",86788,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1287,153247","1057,892693",600,"998,7999573",600,"-34,0017",,
20013,"-7,242716","-8,394478","2,72363",0,0,"-24,28162","257,9901","-172,3047","1056,834","22,80922","317,3844","106,1618","50,33578867","19,53346633","1336,800049",86781,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1287,813813","1058,553259",600,"997,9000549",600,"-27,60368",,
20409,"-2,175372","-6,422631","3,697144",0,0,"-24,23034","257,8418","-172,2929","1056,312","29,7086","313,1304","107,6711","50,33579","19,53346617","1336,800049",86771,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1288,757554","1059,496999",600,"997,9000549",600,"-20,7043",,
20736,"0,1555281","-5,074518","5,019134",0,0,"-24,15204","257,8418","-172,2929","1055,812","36,79891","309,2961","108,8293","50,33579","19,53346617","1335,699951",86757,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1290,078938","1060,818383",600,"996,7999573",600,"-13,61399",,
20450,"4,045434","-0,9299722","4,496412",0,0,"-24,04807","257,6935","-172,2929","1055,358","43,98321","306,1142","109,8043","50,33579133","19,53346617","1335,699951",86738,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1291,872521","1062,611967",600,"996,7999573",600,"-6,42969",,
20044,"4,816884","0,6158733","6,375641",0,0,"-23,9326","257,6935","-172,2929","1054,971","50,16863","304,0037","110,792","50,33579133","19,53346617","1334,699951",86726,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1293,005475","1063,74492",600,"995,7999573",600,"-0,24427",,
20006,"6,377686","3,930533","5,390244",0,0,"-23,80374","257,5451","-172,2929","1054,551","56,91108","302,2834","112,2814","50,33579267","19,53346617","1334,699951",86718,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1293,760848","1064,500293",600,"995,7999573",600,"6,49818",,
20171,"6,803885","8,864","6,016184",0,0,"-23,67991","257,5451","-172,2929","1054,116","63,37086","301,4666","114,4974","50,33579267","19,53346617","1333,699951",86712,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1294,327415","1065,06686",600,"994,7999573",600,"12,95796",,
20468,"5,499109","11,39346","6,061157",0,0,"-23,55648","257,5451","-172,2929","1053,654","69,33036","301,7996","117,7914","50,33579267","19,53346617","1333,699951",86711,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1294,421845","1065,161291",600,"994,7999573",600,"18,91746",,
20022,"5,251896","13,99529","5,780091",0,0,"-23,43291","257,4339","-172,2454","1053,298","74,04276","303,7482","122,3928","50,33579367","19,5334655","1332,800049",86707,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1294,799578","1065,539023",600,"993,9000549",600,"23,62986",,
20014,"5,400904","16,04749","2,414584",0,0,"-23,3121","257,3041","-172,1861","1052,934","78,64803","309,8492","131,6349","50,33579483","19,53346467","1332,099976",86704,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1295,082886","1065,822332",600,"993,1999817",600,"28,23513",,
20003,"4,22772","15,36268","3,286641",0,0,"-23,20871","257,3041","-172,1861","1052,578","82,12404","324,3926","149,5628","50,33579483","19,53346467","1332,099976",86708,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1294,705143","1065,444589",600,"993,1999817",600,"31,71114",,
20360,"3,327943","16,15224","0,6254465",0,0,"-23,13124","257,1929","-172,1268","1052,219","83,76427","351,4302","180,2853","50,33579583","19,53346383","1332,099976",86714,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1294,138555","1064,878001",600,"993,1999817",600,"33,35137",,
20603,"2,693793","15,33986","1,450709",0,0,"-23,07175","257,1929","-172,1268","1051,855","83,01299","17,7566","210,5889","50,33579583","19,53346383","1331,300049",86721,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1293,477576","1064,217022",600,"992,4000549",600,"32,60009",,
20439,"1,719596","15,6478","0,8136579",0,0,"-23,0042","257,0631","-172,0556","1051,49","81,0069","29,31655","226,4941","50,335797","19,53346283","1330,599976",86731,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1292,533396","1063,272841",600,"991,6999817",600,"30,594",,
20340,"1,499329","14,79326","-0,4755343",0,0,"-22,96046","257,0631","-172,0556","1051,123","78,95704","32,1063","233,8626","50,335797","19,53346283","1330,599976",86750,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1290,739695","1061,47914",600,"991,6999817",600,"28,54414",,
20664,"1,103004","14,0817","-3,401621",0,0,"-22,98487","256,9148","-172,0318","1050,724","77,18666","30,20361","236,8797","50,33579833","19,5334625","1329,800049",86767,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1289,135074","1059,87452",600,"990,9000549",600,"26,77376",,
20079,"0,9476186","14,01479","-5,016948",0,0,"-23,05941","256,9148","-172,0318","1050,304","75,71738","26,00508","237,7684","50,33579833","19,5334625","1329,800049",86788,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1287,153247","1057,892693",600,"990,9000549",600,"25,30448",,
20316,"-0,3375306","13,13738","-5,930177",0,0,"-23,15988","256,785","-172,0081","1049,873","74,55038","20,16271","237,1365","50,3357995","19,53346217","1329,099976",86814,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1284,700095","1055,43954",600,"990,1999817",600,"24,13748",,
20219,"0,7135779","11,09812","-6,393749",0,0,"-23,28513","256,785","-172,0081","1049,414","73,69662","12,9614","235,2471","50,3357995","19,53346217","1329,099976",86836,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1282,624815","1053,364261",600,"990,1999817",600,"23,28372",,
20091,"1,910735","8,879626","-7,599309",0,0,"-23,42658","256,5996","-172,0437","1048,918","73,06329","5,3931","232,9225","50,33580117","19,53346267","1328,199951",86857,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1280,644263","1051,383709",600,"989,2999573",600,"22,65039",,
20160,"1,836848","7,638056","-9,290816",0,0,"-23,60997","256,5996","-172,0437","1048,406","72,70267","357,4793","230,2936","50,33580117","19,53346267","1328,199951",86884,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1278,098409","1048,837855",600,"989,2999573",600,"22,28977",,
20394,"1,892299","7,72072","-9,773725",0,0,"-23,80313","256,4142","-172,103","1047,923","72,55643","350,4138","227,8085","50,33580283","19,5334635","1327,199951",86908,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1275,835966","1046,575411",600,"988,2999573",600,"22,14353",,
20100,"-0,458006","7,360634","-10,55586",0,0,"-24,05582","256,4142","-172,103","1047,344","72,48162","342,1827","224,6599","50,33580283","19,5334635","1327,199951",86928,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1273,950983","1044,690428",600,"988,2999573",600,"22,06872",,
20157,"-0,3981243","6,252818","-10,54596",0,0,"-24,30869","256,6181","-171,7115","1046,744","72,51862","333,4847","220,9109","50,335801","19,533458","1329,199951",86948,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1272,06635","1042,805796",600,"990,2999573",700,"22,10572",,
20221,"0,187913","6,053028","-11,2111",0,0,"-24,5753","256,6181","-171,7115","1046,141","72,66145","324,9083","217,0502","50,335801","19,533458","1329,199951",86963,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1270,653107","1041,392552",600,"990,2999573",700,"22,24855",,
20090,"-1,607775","4,924584","-10,50162",0,0,"-24,84486","256,8035","-171,3317","1045,512","72,79336","316,2866","213,0043","50,33579933","19,53345267","1329,199951",86973,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1269,711054","1040,450499",600,"990,2999573",700,"22,38046",,
20303,"-2,876754","3,395375","-10,12437",0,0,"-25,08716","256,8035","-171,3317","1044,913","73,00639","307,8734","209,0401","50,33579933","19,53345267","1331,099976",86972,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1269,805255","1040,544701",600,"992,1999817",700,"22,59349",,
20273,"-3,265781","1,273496","-9,623347",0,0,"-25,32347","256,9703","-170,9758","1044,295","73,25662","299,7773","205,1846","50,33579783","19,53344767","1332,800049",86972,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1269,805255","1040,544701",600,"993,9000549",700,"22,84372",,
20227,"-4,030059","0,4243588","-8,747967",0,0,"-25,53901","256,9703","-170,9758","1043,699","73,49717","291,9662","201,534","50,33579783","19,53344767","1332,800049",86967,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1270,276275","1041,01572",600,"993,9000549",700,"23,08427",,
20344,"-3,043072","0,8673242","-8,381119",0,0,"-25,7162","257,1001","-170,6554","1043,182","73,72176","285,6035","198,5736","50,33579667","19,53344317","1334,300049",86957,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1271,218381","1041,957826",600,"995,4000549",700,"23,30886",,
20019,"-2,519871","0,7341136","-7,767496",0,0,"-25,8957","257,1001","-170,6554","1042,612","74,08817","278,862","195,6526","50,33579667","19,53344317","1334,300049",86947,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1272,160574","1042,900019",600,"995,4000549",700,"23,67527",,
20008,"-2,471545","0,727204","-7,447005",0,0,"-26,06068","256,8962","-170,7147","1042,06","74,52196","272,7137","193,2289","50,3357985","19,533444","1333,300049",86935,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1273,291321","1044,030767",600,"994,4000549",600,"24,10906",,
20013,"-2,234303","1,428474","-7,235188",0,0,"-26,20801","256,8962","-170,7147","1041,529","75,08147","266,9138","191,1192","50,3357985","19,533444","1333,300049",86924,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1274,327951","1045,067396",600,"994,4000549",600,"24,66857",,
20769,"-1,917704","2,049963","-7,12144",0,0,"-26,35187","256,7293","-170,7859","1041,011","75,75748","261,4449","189,3294","50,3358","19,533445","1332,400024",86921,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1274,610687","1045,350132",600,"993,5000305",600,"25,34458",,
20176,"-1,503029","2,619651","-6,824997",0,0,"-26,47338","256,7293","-170,7859","1040,519","76,65498","256,4681","187,9338","50,3358","19,533445","1332,400024",86908,3,"7,65",0,0,0,0,0,0,0,0,1,6,"1275,835966","1046,575411",600,"993,5000305",600,"26,24208",,
20039,"-1,027678","4,771152","-6,817561",0,0,"-26,59244","256,8776","-170,4655","1040,039","77,98979","251,8763","186,9211","50,33579867","19,5334405","1333,699951",86897,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1276,872856","1047,612302",600,"994,7999573",700,"27,57689",,
20314,"-1,653889","5,70738","-6,348845",0,0,"-26,69493","256,8776","-170,4655","1039,58","79,96387","247,9272","186,4397","50,33579867","19,5334405","1333,699951",86886,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1277,909853","1048,649299",600,"994,7999573",700,"29,55097",,
20562,"-2,686119","5,26413","-5,745522",0,0,"-26,77264","257,0259","-170,1452","1039,14","82,59464","243,9621","185,8817","50,33579733","19,533436",1335,86875,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1278,946956","1049,686402",600,"996,1000061",700,"32,18174",,
20424,"-2,814878","7,165273","-4,955349",0,0,"-26,83327","257,0259","-170,1452","1038,719","85,80726","239,1316","184,3784","50,33579733","19,533436",1335,86871,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1279,324111","1050,063556",600,"996,1000061",700,"35,39436",,
20214,"-3,820696","5,850842","-2,655154",0,0,"-26,85306","257,1557","-169,8722","1038,307","89,49954","214,0009","162,4848","50,33579617","19,53343217",1336,86867,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1279,70128","1050,440725",600,"997,1000061",700,"39,08664",,
20258,"-4,539896","6,872331","-1,532035",0,0,"-26,8594","257,1557","-169,8722","1037,886","86,2139","59,56719","11,18189","50,33579617","19,53343217",1336,86873,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1279,135532","1049,874977",600,"997,1000061",700,"35,801",,
20220,"-4,075323","10,74144","-1,44691",0,0,"-26,87221","257,2484","-169,623","1037,43","81,58184","55,71618","10,32724","50,33579533","19,53342867","1336,800049",86882,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1278,286969","1049,026415",600,"997,9000549",700,"31,16894",,
20534,"-4,800354","11,60428","-0,0167168",0,0,"-26,84033","257,2484","-169,623","1036,987","76,62318","53,55785","11,00511","50,33579533","19,53342867","1336,800049",86899,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1276,684323","1047,423768",600,"997,9000549",700,"26,21028",,
20007,"-5,206069","10,53478","2,320923",0,0,"-26,78387","257,3411","-169,3857","1036,6","71,91051","51,86558","11,69645","50,3357945","19,53342533","1337,599976",86915,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1275,176182","1045,915627",600,"998,6999817",700,"21,49761",,
20001,"-6,618436","9,011023","6,151942",0,0,"-26,65562","257,3411","-169,3857","1036,156","66,44016","50,32185","12,78454","50,3357945","19,53342533","1337,599976",86940,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1272,820161","1043,559607",600,"998,6999817",700,"16,02726",,
20019,"-5,703843","15,0572","4,354522",0,0,"-26,52905","257,4523","-169,1366","1035,687","60,88264","49,39122","14,31505","50,3357935","19,53342183","1338,400024",86966,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1270,370482","1041,109927",600,"999,5000305",700,"10,46974",,
19998,"-7,266936","13,37547","5,185912",0,0,"-26,42286","257,4523","-169,1366","1035,19","55,14512","48,8794","16,22856","50,3357935","19,53342183","1338,400024",86994,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1267,733028","1038,472474",600,"999,5000305",700,"4,73222",,
20606,"-7,189208","15,63774","2,138286",0,0,"-26,34741","257,5821","-168,8874","1034,666","49,1525","48,5724","18,23478","50,33579233","19,53341833","1339,099976",87025,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1264,813792","1035,553238",600,"1000,199982",700,"-1,2604",,
20096,"-8,981899","16,72178","2,921602",0,0,"-26,29838","257,5821","-168,8874","1034,118","43,00481","48,50563","20,68448","50,33579233","19,53341833","1339,099976",87057,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1261,801271","1032,540716",600,"1000,199982",700,"-7,40809",,
20201,"-10,57971","16,99594","0,2153475",0,0,"-26,289","257,6933","-168,65","1033,534","36,68886","48,56668","23,57254","50,33579133","19,533415","1339,699951",87086,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1259,071947","1029,811393",600,"1000,799957",700,"-13,72404",,
20065,"-12,09117","13,85099","-1,274397",0,0,"-26,33294","257,6933","-168,65","1032,926","30,27925","48,61047","26,87012","50,33579133","19,533415","1339,699951",87107,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1257,096","1027,835446",600,"1000,799957",700,"-20,13365",,
20020,"-12,89734","12,66232","-1,993526",0,0,"-26,39284","257,786","-168,4365","1032,392","24,58096","48,53696","30,05738","50,3357905","19,533412","1340,199951",87122,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,684845","1026,424291",600,"1001,299957",700,"-25,83194",,
20008,"-12,48483","8,079856","-2,985904",0,0,"-26,47706","257,8602","-168,2347","1031,767","18,08455","48,11156","34,11502","50,33578983","19,53340917","1340,199951",87128,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,120439","1025,859884",600,"1001,299957",700,"-32,32835",,
20013,"-12,34016","6,470307","-4,557889",0,0,"-26,58505","257,8602","-168,2347","1031,148","11,72917","47,33562","38,5658","50,33578983","19,53340917","1340,699951",87126,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,308571","1026,048016",600,"1001,799957",700,"-38,68373",,
20709,"-12,00699","2,870523","-5,832786",0,0,"-26,71994","257,8602","-168,2347","1030,545","5,600956","46,0179","43,65424","50,33578983","19,53340917","1340,699951",87126,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,308571","1026,048016",600,"1001,799957",700,"-44,811944",,
20816,"-10,3167","-0,5978836","-6,636894",0,0,"-26,86866","257,9344","-168,033","1029,949","359,7766","43,91844","49,39225","50,33578917","19,53340633",1341,87125,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,402638","1026,142083",600,"1002,100006",700,"309,3637",,
20267,"-8,460581","-3,39531","-5,526808",0,0,"-27,01262","257,9344","-168,033","1029,362","354,4432","40,91109","55,81937","50,33578917","19,53340633",1341,87123,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,590775","1026,330221",600,"1002,100006",700,"304,0303",,
20016,"-5,382832","-5,249352","-5,759409",0,0,"-27,12426","257,9529","-167,8906","1028,855","350,3559","37,45877","62,0062","50,335789","19,53340433","1340,400024",87123,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,590775","1026,330221",600,"1001,500031",700,"299,943",,
20249,"-1,322667","-6,014913","-3,653959",0,0,"-27,22975","257,9529","-167,8906","1028,275","346,5833","32,55619","69,73225","50,335789","19,53340433","1340,400024",87121,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,778916","1026,518362",600,"1001,500031",700,"296,1704",,
20297,"1,975806","-6,36241","-2,1711",0,0,"-27,29507","258,0085","-167,7364","1027,703","344,0269","26,78016","77,9481","50,3357885","19,53340217","1340,5",87122,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,684845","1026,424291",600,"1001,600006",700,"293,614",,
20410,"5,176635","-4,925087","-0,7918566",0,0,"-27,32616","258,0085","-167,7364","1027,139","342,8341","20,3628","86,4361","50,3357885","19,53340217","1340,5",87122,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,684845","1026,424291",600,"1001,600006",700,"292,4212",,
20473,"8,396833","-2,440922","1,005297",0,0,"-27,32199","258,0456","-167,594","1026,583","343,1049","13,59687","94,7388","50,33578817","19,53340017","1340,599976",87121,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,778916","1026,518362",600,"1001,699982",700,"292,692",,
20385,"9,767495","-0,7268776","1,612577",0,0,"-27,29754","258,0456","-167,594","1026,041","344,7886","6,878185","102,4947","50,33578817","19,53340017","1340,599976",87128,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,120439","1025,859884",600,"1001,699982",700,"294,3757",,
20106,"10,07817","0,6190741","2,029391",0,0,"-27,27004","258,0826","-167,4397","1025,56","347,3287","1,304494","108,5021","50,33578783","19,533398","1340,599976",87136,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1254,367945","1025,107391",600,"1001,699982",700,"296,9158",,
20007,"9,728756","1,70412","1,23398",0,0,"-27,24427","258,0826","-167,4397","1025,007","351,2152","355,3564","114,4794","50,33578783","19,533398","1340,599976",87150,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1253,051216","1023,790662",600,"1001,699982",700,"300,8023",,
20015,"10,12111","5,194456","3,367863",0,0,"-27,19478","258,0826","-167,4397","1024,453","355,9229","349,8756","119,357","50,33578783","19,533398","1340,599976",87161,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1252,016764","1022,756209",600,"1001,699982",700,"305,51",,
20256,"8,87916","5,783704","1,889023",0,0,"-27,16318","258,1197","-167,2973","1023,881","1,154523","344,8618","123,1005","50,3357875","19,533396","1340,699951",87177,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1250,512294","1021,251739",600,"1001,799957",700,"-49,258377",,
20058,"8,880249","8,141475","1,640553",0,0,"-27,14222","258,1197","-167,2973","1023,299","6,62347","340,1545","125,9072","50,3357875","19,533396","1340,699951",87191,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1249,196067","1019,935512",600,"1001,799957",700,"-43,78943",,
20779,"7,452021","7,995539","1,176921",0,0,"-27,13373","258,1753","-167,1431","1022,715","12,2093","335,6814","127,7104","50,335787","19,53339383","1340,800049",87203,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1248,068008","1018,807453",600,"1001,900055",700,"-38,2036",,
20511,"6,324099","7,668631","-0,06428416",0,0,"-27,13437","258,1753","-167,1431","1022,124","17,78315","331,2274","128,6583","50,335787","19,53339383","1340,800049",87208,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1247,59802","1018,337466",600,"1001,900055",700,"-32,62975",,
20159,"6,081842","7,98396","-0,9159773",0,0,"-27,16524","258,2495","-167,0126","1021,612","22,55383","327,3288","128,892","50,33578633","19,533392","1340,699951",87208,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1247,59802","1018,337466",600,"1001,799957",700,"-27,85907",,
20286,"4,941135","9,434422","-1,245942",0,0,"-27,19939","258,2495","-167,0126","1021,043","27,7617","322,7233","128,3942","50,33578633","19,533392","1340,699951",87197,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1248,632021","1019,371467",600,"1001,799957",700,"-22,6512",,
20433,"2,665898","7,963002","-0,1223944",0,0,"-27,20625","258,3793","-166,882","1020,5","32,56317","317,8661","127,1477","50,33578517","19,53339017","1340,699951",87182,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1250,042193","1020,781639",600,"1001,799957",700,"-17,84973",,
20601,"1,907221","6,770987","0,9685594",0,0,"-27,19344","258,3793","-166,882","1019,991","37,07474","312,4899","125,1236","50,33578517","19,53339017","1340,699951",87158,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1252,298877","1023,038322",600,"1001,799957",700,"-13,33816",,
20341,"2,28067","8,271198","0,8915464",0,0,"-27,15335","258,4905","-166,7515","1019,587","40,63903","307,2747","122,6343","50,33578417","19,53338833","1340,699951",87125,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1255,402638","1026,142083",600,"1001,799957",700,"-9,77387",,
19998,"1,771756","8,23483","-0,2561549",0,0,"-27,10739","258,4905","-166,7515","1019,169","44,08136","300,8873","119,1798","50,33578417","19,53338833","1340,699951",87093,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1258,413255","1029,152701",600,"1001,799957",700,"-6,33154",,
20014,"1,186672","9,821558","-0,6757429",0,0,"-27,04841","258,5832","-166,6447","1018,798","46,78304","294,2727","115,3375","50,33578333","19,53338683","1340,599976",87065,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1261,04828","1031,787726",600,"1001,699982",700,"-3,62986",,
20099,"0,6016111","11,5206","-0,566429",0,0,"-26,98095","258,5832","-166,6447","1018,471","48,64291","287,6565","111,3462","50,33578333","19,53338683","1340,599976",87045,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1262,930861","1033,670307",600,"1001,699982",700,"-1,76999",,
20015,"-1,751291","9,464959","1,095469",0,0,"-26,90083","258,6945","-166,5498","1018,175","49,64552","282,3683","108,3286","50,33578233","19,5333855","1340,400024",87031,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1264,248876","1034,988322",600,"1001,500031",700,"-0,76738",,
20012,"-4,132607","7,349972","4,286018",0,0,"-26,76518","258,6945","-166,5498","1017,86","50,20812","277,4408","105,93","50,33578233","19,5333855","1340,400024",87021,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1265,190421","1035,929866",600,"1001,500031",700,"-0,20478",,
20100,"-6,122858","3,265221","8,229229",0,0,"-26,56426","258,7871","-166,4548","1017,526","50,45028","273,8837",105,"50,3357815","19,53338417","1340,199951",87012,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1266,037886","1036,777331",600,"1001,299957",700,"0,03738",,
20286,"-5,580624","0,8621953","10,347",0,0,"-26,28046","258,7871","-166,4548","1017,209","50,65558","271,4933","105,5411","50,3357815","19,53338417","1340,199951",87014,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1265,849554","1036,588999",600,"1001,299957",700,"0,24268",,
20439,"-5,287328","-1,998254","11,8502",0,0,"-25,96136","258,8799","-166,3955","1016,937","50,93356","270,1872","107,5938","50,33578067","19,53338333","1340,199951",87019,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1265,37874","1036,118186",600,"1001,299957",700,"0,52066",,
20338,"-2,720437","-4,616925","14,4302",0,0,"-25,58673","258,8799","-166,3955","1016,694","51,21308","269,9821","111,3651","50,33578067","19,53338333","1339,900024",87033,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1264,060578","1034,800023",600,"1001,000031",700,"0,80018",,
20151,"2,633321","-3,257483","9,942949",0,0,"-25,2368","258,9725","-166,3362","1016,442","51,57809","270,369","116,4978","50,33577983","19,5333825","1339,699951",87050,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1262,460183","1033,199629",600,"1000,799957",700,"1,16519",,
20102,"5,733396","-4,647849","6,327337",0,0,"-24,99044","258,9725","-166,3362","1016,178","51,7635","271,543","122,9153","50,33577983","19,5333825","1339,699951",87076,3,"7,65",0,0,0,0,0,0,0,0,1,7,"1260,01301","1030,752456",600,"1000,799957",700,"1,3506",,
