# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Simulation time step (s)
13.26,2065.7586,113.8699,-13.7367,0.0025
13.2625,2066.0432,113.8355,-13.7366,0.0025
13.265,2066.3277,113.8012,-13.7366,0.0025
13.2675,2066.6122,113.7668,-13.7366,0.0025
13.27,2066.8966,113.7325,-13.7365,0.0025
13.2725,2067.1809,113.6982,-13.7364,0.0025
13.275,2067.4651,113.6638,-13.7363,0.0025
13.2775,2067.7492,113.6295,-13.7362,0.0025
13.28,2068.0332,113.5951,-13.7361,0.0025
13.2825,2068.3172,113.5608,-13.7359,0.0025
13.285,2068.601,113.5265,-13.7357,0.0025
13.2875,2068.8848,113.4921,-13.7355,0.0025
13.29,2069.1685,113.4578,-13.7352,0.0025
13.2925,2069.4521,113.4235,-13.7349,0.0025
13.295,2069.7356,113.3891,-13.7346,0.0025
13.2975,2070.019,113.3548,-13.7342,0.0025
13.3,2070.3024,113.3204,-13.7338,0.0025
13.3025,2070.5856,113.2861,-13.7326,0.0025
13.305,2070.8688,113.2518,-13.7313,0.0025
13.3075,2071.1519,113.2175,-13.7301,0.0025
13.31,2071.4349,113.1831,-13.7287,0.0025
13.3125,2071.7178,113.1488,-13.7273,0.0025
13.315,2072.0006,113.1145,-13.7259,0.0025
13.3175,2072.2834,113.0802,-13.7244,0.0025
13.32,2072.566,113.0459,-13.7229,0.0025
13.3225,2072.8486,113.0116,-13.7213,0.0025
13.325,2073.1311,112.9773,-13.7197,0.0025
13.3275,2073.4135,112.943,-13.718,0.0025
13.33,2073.6958,112.9087,-13.7162,0.0025
13.3325,2073.978,112.8744,-13.7144,0.0025
13.335,2074.2602,112.8401,-13.7126,0.0025
13.3375,2074.5422,112.8058,-13.7107,0.0025
13.34,2074.8242,112.7715,-13.7087,0.0025
13.3425,2075.1061,112.7373,-13.7067,0.0025
13.345,2075.3879,112.703,-13.7046,0.0025
13.3475,2075.6696,112.6688,-13.7025,0.0025
13.35,2075.9512,112.6345,-13.7003,0.0025
13.3525,2076.2328,112.6003,-13.6982,0.0025
13.355,2076.5142,112.566,-13.6961,0.0025
13.3575,2076.7956,112.5318,-13.6939,0.0025
13.36,2077.0769,112.4975,-13.6917,0.0025
13.3625,2077.3581,112.4633,-13.6894,0.0025
13.365,2077.6392,112.4291,-13.687,0.0025
13.3675,2077.9202,112.3949,-13.6846,0.0025
13.37,2078.2012,112.3607,-13.6821,0.0025
13.3725,2078.482,112.3265,-13.6796,0.0025
13.375,2078.7628,112.2923,-13.677,0.0025
13.3775,2079.0435,112.2581,-13.6743,0.0025
13.38,2079.3241,112.2239,-13.6716,0.0025
13.3825,2079.6046,112.1897,-13.6689,0.0025
13.385,2079.8851,112.1556,-13.6661,0.0025
13.3875,2080.1654,112.1214,-13.6632,0.0025
13.39,2080.4457,112.0872,-13.6603,0.0025
13.3925,2080.7258,112.0531,-13.6573,0.0025
13.395,2081.0059,112.019,-13.6543,0.0025
13.3975,2081.2859,111.9848,-13.6512,0.0025
13.4,2081.5659,111.9507,-13.648,0.0025
13.4025,2081.8457,111.9166,-13.6441,0.0025
13.405,2082.1254,111.8825,-13.6402,0.0025
13.4075,2082.4051,111.8484,-13.6362,0.0025
13.41,2082.6847,111.8143,-13.6322,0.0025
13.4125,2082.9642,111.7802,-13.6281,0.0025
13.415,2083.2436,111.7462,-13.624,0.0025
13.4175,2083.5229,111.7121,-13.6198,0.0025
13.42,2083.8021,111.6781,-13.6157,0.0025
13.4225,2084.0813,111.644,-13.6114,0.0025
13.425,2084.3604,111.61,-13.6072,0.0025
13.4275,2084.6393,111.576,-13.6029,0.0025
13.43,2084.9182,111.542,-13.5986,0.0025
13.4325,2085.1971,111.508,-13.5943,0.0025
13.435,2085.4758,111.474,-13.5899,0.0025
13.4375,2085.7544,111.44,-13.5855,0.0025
13.44,2086.033,111.4061,-13.5811,0.0025
13.4425,2086.3115,111.3721,-13.5767,0.0025
13.445,2086.5898,111.3382,-13.5722,0.0025
13.4475,2086.8681,111.3043,-13.5678,0.0025
13.45,2087.1464,111.2704,-13.5633,0.0025
13.4525,2087.4245,111.2365,-13.5585,0.0025
13.455,2087.7026,111.2026,-13.5537,0.0025
13.4575,2087.9805,111.1687,-13.5488,0.0025
13.46,2088.2584,111.1348,-13.544,0.0025
13.4625,2088.5362,111.101,-13.5392,0.0025
13.465,2088.8139,111.0671,-13.5343,0.0025
13.4675,2089.0915,111.0333,-13.5295,0.0025
13.47,2089.3691,110.9995,-13.5247,0.0025
13.4725,2089.6465,110.9657,-13.5199,0.0025
13.475,2089.9239,110.9319,-13.515,0.0025
13.4775,2090.2012,110.8981,-13.5102,0.0025
13.48,2090.4784,110.8643,-13.5055,0.0025
13.4825,2090.7555,110.8306,-13.5007,0.0025
13.485,2091.0325,110.7968,-13.4959,0.0025
13.4875,2091.3095,110.7631,-13.4912,0.0025
13.49,2091.5864,110.7294,-13.4864,0.0025
13.4925,2091.8631,110.6957,-13.4817,0.0025
13.495,2092.1398,110.662,-13.477,0.0025
13.4975,2092.4164,110.6283,-13.4724,0.0025
13.5,2092.693,110.5946,-13.4677,0.0025
13.5025,2092.9694,110.5609,-13.4633,0.0025
13.505,2093.2458,110.5273,-13.4589,0.0025
13.5075,2093.5221,110.4936,-13.4545,0.0025
13.51,2093.7982,110.46,-13.4502,0.0025
13.5125,2094.0744,110.4264,-13.4459,0.0025
13.515,2094.3504,110.3928,-13.4416,0.0025
13.5175,2094.6263,110.3592,-13.4373,0.0025
13.52,2094.9022,110.3256,-13.4331,0.0025
13.5225,2095.1779,110.292,-13.4289,0.0025
13.525,2095.4536,110.2585,-13.4247,0.0025
13.5275,2095.7292,110.2249,-13.4206,0.0025
13.53,2096.0048,110.1914,-13.4165,0.0025
13.5325,2096.2802,110.1578,-13.4125,0.0025
13.535,2096.5555,110.1243,-13.4084,0.0025
13.5375,2096.8308,110.0908,-13.4045,0.0025
13.54,2097.106,110.0573,-13.4005,0.0025
13.5425,2097.3811,110.0238,-13.3966,0.0025
13.545,2097.6561,109.9903,-13.3927,0.0025
13.5475,2097.9311,109.9568,-13.3889,0.0025
13.55,2098.2059,109.9233,-13.3851,0.0025
13.5525,2098.4807,109.8899,-13.3811,0.0025
13.555,2098.7554,109.8564,-13.3771,0.0025
13.5575,2099.03,109.823,-13.3732,0.0025
13.56,2099.3045,109.7896,-13.3693,0.0025
13.5625,2099.5789,109.7562,-13.3655,0.0025
13.565,2099.8532,109.7227,-13.3617,0.0025
13.5675,2100.1275,109.6893,-13.3579,0.0025
13.57,2100.4017,109.656,-13.3542,0.0025
13.5725,2100.6758,109.6226,-13.3506,0.0025
13.575,2100.9498,109.5892,-13.347,0.0025
13.5775,2101.2237,109.5558,-13.3434,0.0025
13.58,2101.4976,109.5225,-13.3399,0.0025
13.5825,2101.7714,109.4891,-13.3365,0.0025
13.585,2102.045,109.4558,-13.3331,0.0025
13.5875,2102.3186,109.4225,-13.3297,0.0025
13.59,2102.5921,109.3892,-13.3264,0.0025
13.5925,2102.8656,109.3558,-13.3232,0.0025
13.595,2103.1389,109.3225,-13.32,0.0025
13.5975,2103.4122,109.2892,-13.3169,0.0025
13.6,2103.6854,109.256,-13.3138,0.0025
13.6025,2103.9585,109.2227,-13.3113,0.0025
13.605,2104.2315,109.1894,-13.3089,0.0025
13.6075,2104.5044,109.1561,-13.3066,0.0025
13.61,2104.7773,109.1229,-13.3043,0.0025
13.6125,2105.05,109.0896,-13.3021,0.0025
13.615,2105.3227,109.0564,-13.2999,0.0025
13.6175,2105.5953,109.0231,-13.2978,0.0025
13.62,2105.8678,108.9899,-13.2957,0.0025
13.6225,2106.1403,108.9566,-13.2937,0.0025
13.625,2106.4126,108.9234,-13.2917,0.0025
13.6275,2106.6849,108.8902,-13.2898,0.0025
13.63,2106.9571,108.8569,-13.2879,0.0025
13.6325,2107.2292,108.8237,-13.286,0.0025
13.635,2107.5012,108.7905,-13.2842,0.0025
13.6375,2107.7731,108.7573,-13.2825,0.0025
13.64,2108.045,108.7241,-13.2808,0.0025
13.6425,2108.3167,108.6909,-13.2791,0.0025
13.645,2108.5884,108.6577,-13.2775,0.0025
13.6475,2108.86,108.6245,-13.2759,0.0025
13.65,2109.1315,108.5913,-13.2744,0.0025
13.6525,2109.403,108.5581,-13.2735,0.0025
13.655,2109.6743,108.525,-13.2726,0.0025
13.6575,2109.9456,108.4918,-13.2718,0.0025
13.66,2110.2168,108.4586,-13.271,0.0025
13.6625,2110.4879,108.4254,-13.2703,0.0025
13.665,2110.7589,108.3922,-13.2695,0.0025
13.6675,2111.0299,108.3591,-13.2689,0.0025
13.67,2111.3007,108.3259,-13.2682,0.0025
13.6725,2111.5715,108.2927,-13.2676,0.0025
13.675,2111.8422,108.2596,-13.267,0.0025
13.6775,2112.1128,108.2264,-13.2665,0.0025
13.68,2112.3833,108.1932,-13.266,0.0025
13.6825,2112.6538,108.1601,-13.2655,0.0025
13.685,2112.9241,108.1269,-13.2651,0.0025
13.6875,2113.1944,108.0937,-13.2646,0.0025
13.69,2113.4646,108.0606,-13.2642,0.0025
13.6925,2113.7347,108.0274,-13.2639,0.0025
13.695,2114.0047,107.9943,-13.2635,0.0025
13.6975,2114.2747,107.9611,-13.2632,0.0025
13.7,2114.5445,107.9279,-13.2629,0.0025
13.7025,2114.8143,107.8948,-13.2629,0.0025
13.705,2115.084,107.8616,-13.263,0.0025
13.7075,2115.3536,107.8285,-13.2631,0.0025
13.71,2115.6231,107.7953,-13.2631,0.0025
13.7125,2115.8926,107.7622,-13.2633,0.0025
13.715,2116.162,107.729,-13.2634,0.0025
13.7175,2116.4312,107.6958,-13.2635,0.0025
13.72,2116.7004,107.6627,-13.2636,0.0025
13.7225,2116.9695,107.6295,-13.2638,0.0025
13.725,2117.2386,107.5964,-13.2639,0.0025
13.7275,2117.5075,107.5632,-13.2641,0.0025
13.73,2117.7764,107.53,-13.2642,0.0025
13.7325,2118.0452,107.4969,-13.2644,0.0025
13.735,2118.3139,107.4637,-13.2646,0.0025
13.7375,2118.5825,107.4306,-13.2647,0.0025
13.74,2118.851,107.3974,-13.2649,0.0025
13.7425,2119.1195,107.3642,-13.265,0.0025
13.745,2119.3879,107.3311,-13.2652,0.0025
13.7475,2119.6561,107.2979,-13.2653,0.0025
13.75,2119.9243,107.2647,-13.2654,0.0025
13.7525,2120.1925,107.2316,-13.2643,0.0025
13.755,2120.4605,107.1984,-13.2631,0.0025
13.7575,2120.7285,107.1653,-13.2619,0.0025
13.76,2120.9963,107.1321,-13.2606,0.0025
13.7625,2121.2641,107.099,-13.2594,0.0025
13.765,2121.5318,107.0658,-13.2582,0.0025
13.7675,2121.7994,107.0327,-13.2569,0.0025
13.77,2122.067,106.9995,-13.2556,0.0025
13.7725,2122.3344,106.9664,-13.2543,0.0025
13.775,2122.6018,106.9333,-13.2529,0.0025
13.7775,2122.8691,106.9001,-13.2516,0.0025
13.78,2123.1363,106.867,-13.2502,0.0025
13.7825,2123.4034,106.8339,-13.2488,0.0025
13.785,2123.6705,106.8008,-13.2474,0.0025
13.7875,2123.9374,106.7676,-13.2459,0.0025
13.79,2124.2043,106.7345,-13.2445,0.0025
13.7925,2124.4711,106.7014,-13.243,0.0025
13.795,2124.7378,106.6683,-13.2414,0.0025
13.7975,2125.0045,106.6352,-13.2399,0.0025
13.8,2125.271,106.6021,-13.2383,0.0025
13.8025,2125.5375,106.569,-13.2371,0.0025
13.805,2125.8039,106.5359,-13.2358,0.0025
13.8075,2126.0702,106.5028,-13.2346,0.0025
13.81,2126.3364,106.4698,-13.2333,0.0025
13.8125,2126.6025,106.4367,-13.2319,0.0025
13.815,2126.8686,106.4036,-13.2306,0.0025
13.8175,2127.1345,106.3705,-13.2292,0.0025
13.82,2127.4004,106.3375,-13.2278,0.0025
13.8225,2127.6662,106.3044,-13.2263,0.0025
13.825,2127.9319,106.2713,-13.2248,0.0025
13.8275,2128.1976,106.2383,-13.2233,0.0025
13.83,2128.4631,106.2052,-13.2217,0.0025
13.8325,2128.7286,106.1722,-13.2201,0.0025
13.835,2128.994,106.1391,-13.2185,0.0025
13.8375,2129.2593,106.1061,-13.2168,0.0025
13.84,2129.5245,106.073,-13.2151,0.0025
13.8425,2129.7896,106.04,-13.2134,0.0025
13.845,2130.0547,106.007,-13.2116,0.0025
13.8475,2130.3197,105.9739,-13.2098,0.0025
13.85,2130.5846,105.9409,-13.2079,0.0025
13.8525,2130.8494,105.9079,-13.206,0.0025
13.855,2131.1141,105.8749,-13.204,0.0025
13.8575,2131.3788,105.8419,-13.2019,0.0025
13.86,2131.6433,105.8089,-13.1999,0.0025
13.8625,2131.9078,105.7759,-13.1977,0.0025
13.865,2132.1722,105.7429,-13.1956,0.0025
13.8675,2132.4365,105.7099,-13.1934,0.0025
13.87,2132.7008,105.6769,-13.1912,0.0025
13.8725,2132.9649,105.6439,-13.1889,0.0025
13.875,2133.229,105.611,-13.1866,0.0025
13.8775,2133.493,105.578,-13.1843,0.0025
13.88,2133.7569,105.545,-13.1819,0.0025
13.8825,2134.0207,105.5121,-13.1795,0.0025
13.885,2134.2844,105.4791,-13.177,0.0025
13.8875,2134.5481,105.4462,-13.1745,0.0025
13.89,2134.8117,105.4133,-13.172,0.0025
13.8925,2135.0751,105.3803,-13.1694,0.0025
13.895,2135.3386,105.3474,-13.1668,0.0025
13.8975,2135.6019,105.3145,-13.1642,0.0025
13.9,2135.8651,105.2816,-13.1616,0.0025
13.9025,2136.1283,105.2487,-13.1585,0.0025
13.905,2136.3914,105.2158,-13.1554,0.0025
13.9075,2136.6544,105.1829,-13.1523,0.0025
13.91,2136.9173,105.1501,-13.1491,0.0025
13.9125,2137.1801,105.1172,-13.1459,0.0025
13.915,2137.4429,105.0843,-13.1427,0.0025
13.9175,2137.7055,105.0515,-13.1395,0.0025
13.92,2137.9681,105.0186,-13.1362,0.0025
13.9225,2138.2306,104.9858,-13.1329,0.0025
13.925,2138.4931,104.953,-13.1296,0.0025
13.9275,2138.7554,104.9201,-13.1263,0.0025
13.93,2139.0177,104.8873,-13.1229,0.0025
13.9325,2139.2798,104.8545,-13.1195,0.0025
13.935,2139.5419,104.8217,-13.1161,0.0025
13.9375,2139.8039,104.7889,-13.1127,0.0025
13.94,2140.0659,104.7562,-13.1093,0.0025
13.9425,2140.3277,104.7234,-13.1058,0.0025
13.945,2140.5895,104.6906,-13.1024,0.0025
13.9475,2140.8512,104.6579,-13.0989,0.0025
13.95,2141.1128,104.6251,-13.0954,0.0025
13.9525,2141.3743,104.5924,-13.0918,0.0025
13.955,2141.6357,104.5597,-13.0883,0.0025
13.9575,2141.8971,104.527,-13.0847,0.0025
13.96,2142.1584,104.4943,-13.0811,0.0025
13.9625,2142.4196,104.4616,-13.0775,0.0025
13.965,2142.6807,104.4289,-13.0739,0.0025
13.9675,2142.9417,104.3962,-13.0703,0.0025
13.97,2143.2027,104.3635,-13.0667,0.0025
13.9725,2143.4635,104.3309,-13.0631,0.0025
13.975,2143.7243,104.2982,-13.0595,0.0025
13.9775,2143.985,104.2656,-13.0559,0.0025
13.98,2144.2457,104.2329,-13.0523,0.0025
13.9825,2144.5062,104.2003,-13.0486,0.0025
13.985,2144.7667,104.1677,-13.045,0.0025
13.9875,2145.027,104.1351,-13.0414,0.0025
13.99,2145.2873,104.1025,-13.0378,0.0025
13.9925,2145.5475,104.0699,-13.0342,0.0025
13.995,2145.8077,104.0373,-13.0306,0.0025
13.9975,2146.0677,104.0047,-13.027,0.0025
14,2146.3277,103.9722,-13.0234,0.0025
14.0025,2146.5876,103.9396,-13.0207,0.0025
14.005,2146.8474,103.9071,-13.018,0.0025
14.0075,2147.1071,103.8745,-13.0154,0.0025
14.01,2147.3668,103.842,-13.0127,0.0025
14.0125,2147.6263,103.8095,-13.01,0.0025
14.015,2147.8858,103.7769,-13.0074,0.0025
14.0175,2148.1452,103.7444,-13.0047,0.0025
14.02,2148.4045,103.7119,-13.0021,0.0025
14.0225,2148.6638,103.6794,-12.9994,0.0025
14.025,2148.9229,103.6469,-12.9968,0.0025
14.0275,2149.182,103.6144,-12.9942,0.0025
14.03,2149.441,103.582,-12.9915,0.0025
14.0325,2149.6999,103.5495,-12.9889,0.0025
14.035,2149.9588,103.517,-12.9863,0.0025
14.0375,2150.2175,103.4845,-12.9837,0.0025
14.04,2150.4762,103.4521,-12.9811,0.0025
14.0425,2150.7348,103.4196,-12.9785,0.0025
14.045,2150.9933,103.3872,-12.9759,0.0025
14.0475,2151.2517,103.3548,-12.9733,0.0025
14.05,2151.5101,103.3223,-12.9708,0.0025
14.0525,2151.7683,103.2899,-12.967,0.0025
14.055,2152.0265,103.2575,-12.9633,0.0025
14.0575,2152.2846,103.2251,-12.9596,0.0025
14.06,2152.5426,103.1927,-12.9559,0.0025
14.0625,2152.8006,103.1603,-12.9522,0.0025
14.065,2153.0584,103.1279,-12.9485,0.0025
14.0675,2153.3162,103.0956,-12.9449,0.0025
14.07,2153.5739,103.0632,-12.9413,0.0025
14.0725,2153.8315,103.0309,-12.9376,0.0025
14.075,2154.0891,102.9985,-12.9341,0.0025
14.0775,2154.3465,102.9662,-12.9305,0.0025
14.08,2154.6039,102.9339,-12.927,0.0025
14.0825,2154.8612,102.9016,-12.9234,0.0025
14.085,2155.1184,102.8693,-12.9199,0.0025
14.0875,2155.3755,102.837,-12.9165,0.0025
14.09,2155.6326,102.8047,-12.913,0.0025
14.0925,2155.8896,102.7724,-12.9096,0.0025
14.095,2156.1464,102.7401,-12.9062,0.0025
14.0975,2156.4033,102.7079,-12.9029,0.0025
14.1,2156.66,102.6756,-12.8995,0.0025
14.1025,2156.9166,102.6434,-12.8975,0.0025
14.105,2157.1732,102.6111,-12.8955,0.0025
14.1075,2157.4297,102.5789,-12.8935,0.0025
14.11,2157.6861,102.5467,-12.8916,0.0025
14.1125,2157.9424,102.5144,-12.8897,0.0025
14.115,2158.1987,102.4822,-12.8878,0.0025
14.1175,2158.4548,102.45,-12.8859,0.0025
14.12,2158.7109,102.4178,-12.8841,0.0025
14.1225,2158.9669,102.3856,-12.8822,0.0025
14.125,2159.2228,102.3534,-12.8804,0.0025
14.1275,2159.4787,102.3212,-12.8786,0.0025
14.13,2159.7345,102.289,-12.8769,0.0025
14.1325,2159.9901,102.2568,-12.8751,0.0025
14.135,2160.2457,102.2246,-12.8734,0.0025
14.1375,2160.5013,102.1924,-12.8717,0.0025
14.14,2160.7567,102.1602,-12.87,0.0025
14.1425,2161.0121,102.1281,-12.8684,0.0025
14.145,2161.2673,102.0959,-12.8667,0.0025
14.1475,2161.5225,102.0637,-12.8651,0.0025
14.15,2161.7777,102.0316,-12.8635,0.0025
14.1525,2162.0327,101.9994,-12.8605,0.0025
14.155,2162.2877,101.9673,-12.8575,0.0025
14.1575,2162.5425,101.9351,-12.8546,0.0025
14.16,2162.7973,101.903,-12.8517,0.0025
14.1625,2163.0521,101.8709,-12.8488,0.0025
14.165,2163.3067,101.8387,-12.8459,0.0025
14.1675,2163.5612,101.8066,-12.843,0.0025
14.17,2163.8157,101.7745,-12.8402,0.0025
14.1725,2164.0701,101.7424,-12.8374,0.0025
14.175,2164.3244,101.7103,-12.8346,0.0025
14.1775,2164.5787,101.6783,-12.8319,0.0025
14.18,2164.8328,101.6462,-12.8292,0.0025
14.1825,2165.0869,101.6141,-12.8265,0.0025
14.185,2165.3409,101.5821,-12.8238,0.0025
14.1875,2165.5948,101.55,-12.8212,0.0025
14.19,2165.8486,101.5179,-12.8186,0.0025
14.1925,2166.1024,101.4859,-12.816,0.0025
14.195,2166.3561,101.4539,-12.8134,0.0025
14.1975,2166.6097,101.4218,-12.8109,0.0025
14.2,2166.8632,101.3898,-12.8084,0.0025
14.2025,2167.1166,101.3578,-12.8058,0.0025
14.205,2167.37,101.3258,-12.8033,0.0025
14.2075,2167.6232,101.2938,-12.8008,0.0025
14.21,2167.8764,101.2618,-12.7983,0.0025
14.2125,2168.1296,101.2298,-12.7958,0.0025
14.215,2168.3826,101.1978,-12.7934,0.0025
14.2175,2168.6355,101.1658,-12.791,0.0025
14.22,2168.8884,101.1338,-12.7887,0.0025
14.2225,2169.1412,101.1019,-12.7863,0.0025
14.225,2169.3939,101.0699,-12.784,0.0025
14.2275,2169.6466,101.038,-12.7817,0.0025
14.23,2169.8991,101.006,-12.7795,0.0025
14.2325,2170.1516,100.9741,-12.7773,0.0025
14.235,2170.404,100.9421,-12.7751,0.0025
14.2375,2170.6563,100.9102,-12.7729,0.0025
14.24,2170.9085,100.8783,-12.7708,0.0025
14.2425,2171.1607,100.8463,-12.7687,0.0025
14.245,2171.4128,100.8144,-12.7667,0.0025
14.2475,2171.6648,100.7825,-12.7646,0.0025
14.25,2171.9167,100.7506,-12.7626,0.0025
14.2525,2172.1685,100.7187,-12.7621,0.0025
14.255,2172.4203,100.6868,-12.7616,0.0025
14.2575,2172.672,100.6549,-12.7611,0.0025
14.26,2172.9236,100.623,-12.7606,0.0025
14.2625,2173.1751,100.5911,-12.7602,0.0025
14.265,2173.4265,100.5592,-12.7598,0.0025
14.2675,2173.6779,100.5273,-12.7594,0.0025
14.27,2173.9291,100.4954,-12.7591,0.0025
14.2725,2174.1803,100.4635,-12.7587,0.0025
14.275,2174.4315,100.4316,-12.7584,0.0025
14.2775,2174.6825,100.3997,-12.7581,0.0025
14.28,2174.9335,100.3678,-12.7579,0.0025
14.2825,2175.1843,100.3359,-12.7576,0.0025
14.285,2175.4351,100.304,-12.7573,0.0025
14.2875,2175.6859,100.2721,-12.7571,0.0025
14.29,2175.9365,100.2402,-12.7569,0.0025
14.2925,2176.1871,100.2083,-12.7567,0.0025
14.295,2176.4375,100.1764,-12.7565,0.0025
14.2975,2176.6879,100.1445,-12.7563,0.0025
14.3,2176.9383,100.1127,-12.7562,0.0025
14.3025,2177.1885,100.0808,-12.7555,0.0025
14.305,2177.4387,100.0489,-12.7548,0.0025
14.3075,2177.6887,100.017,-12.7541,0.0025
14.31,2177.9388,99.9851,-12.7534,0.0025
14.3125,2178.1887,99.9532,-12.7527,0.0025
14.315,2178.4385,99.9213,-12.752,0.0025
14.3175,2178.6883,99.8895,-12.7513,0.0025
14.32,2178.938,99.8576,-12.7507,0.0025
14.3225,2179.1876,99.8257,-12.75,0.0025
14.325,2179.4371,99.7938,-12.7493,0.0025
14.3275,2179.6865,99.762,-12.7487,0.0025
14.33,2179.9359,99.7301,-12.748,0.0025
14.3325,2180.1852,99.6982,-12.7473,0.0025
14.335,2180.4344,99.6664,-12.7467,0.0025
14.3375,2180.6835,99.6345,-12.746,0.0025
14.34,2180.9326,99.6026,-12.7453,0.0025
14.3425,2181.1815,99.5708,-12.7447,0.0025
14.345,2181.4304,99.5389,-12.744,0.0025
14.3475,2181.6792,99.507,-12.7433,0.0025
14.35,2181.928,99.4752,-12.7426,0.0025
14.3525,2182.1766,99.4433,-12.7413,0.0025
14.355,2182.4252,99.4115,-12.74,0.0025
14.3575,2182.6737,99.3796,-12.7386,0.0025
14.36,2182.9221,99.3478,-12.7373,0.0025
14.3625,2183.1704,99.3159,-12.7359,0.0025
14.365,2183.4187,99.2841,-12.7345,0.0025
14.3675,2183.6668,99.2523,-12.7331,0.0025
14.37,2183.9149,99.2204,-12.7317,0.0025
14.3725,2184.1629,99.1886,-12.7303,0.0025
14.375,2184.4109,99.1568,-12.7289,0.0025
14.3775,2184.6587,99.125,-12.7275,0.0025
14.38,2184.9065,99.0931,-12.7261,0.0025
14.3825,2185.1542,99.0613,-12.7246,0.0025
14.385,2185.4018,99.0295,-12.7232,0.0025
14.3875,2185.6493,98.9977,-12.7217,0.0025
14.39,2185.8968,98.9659,-12.7202,0.0025
14.3925,2186.1442,98.9341,-12.7188,0.0025
14.395,2186.3914,98.9023,-12.7173,0.0025
14.3975,2186.6387,98.8705,-12.7157,0.0025
14.4,2186.8858,98.8387,-12.7142,0.0025
14.4025,2187.1329,98.807,-12.7131,0.0025
14.405,2187.3798,98.7752,-12.7119,0.0025
14.4075,2187.6267,98.7434,-12.7107,0.0025
14.41,2187.8736,98.7116,-12.7095,0.0025
14.4125,2188.1203,98.6799,-12.7083,0.0025
14.415,2188.367,98.6481,-12.707,0.0025
14.4175,2188.6135,98.6163,-12.7058,0.0025
14.42,2188.86,98.5846,-12.7045,0.0025
14.4225,2189.1065,98.5528,-12.7032,0.0025
14.425,2189.3528,98.521,-12.7019,0.0025
14.4275,2189.5991,98.4893,-12.7006,0.0025
14.43,2189.8452,98.4575,-12.6993,0.0025
14.4325,2190.0913,98.4258,-12.6979,0.0025
14.435,2190.3374,98.394,-12.6965,0.0025
14.4375,2190.5833,98.3623,-12.6951,0.0025
14.44,2190.8292,98.3306,-12.6937,0.0025
14.4425,2191.075,98.2988,-12.6923,0.0025
14.445,2191.3207,98.2671,-12.6908,0.0025
14.4475,2191.5663,98.2354,-12.6894,0.0025
14.45,2191.8119,98.2037,-12.6879,0.0025
14.4525,2192.0573,98.1719,-12.6866,0.0025
14.455,2192.3027,98.1402,-12.6853,0.0025
14.4575,2192.548,98.1085,-12.684,0.0025
14.46,2192.7933,98.0768,-12.6826,0.0025
14.4625,2193.0384,98.0451,-12.6812,0.0025
14.465,2193.2835,98.0134,-12.6799,0.0025
14.4675,2193.5285,97.9817,-12.6784,0.0025
14.47,2193.7734,97.95,-12.677,0.0025
14.4725,2194.0182,97.9183,-12.6755,0.0025
14.475,2194.263,97.8866,-12.6741,0.0025
14.4775,2194.5077,97.855,-12.6726,0.0025
14.48,2194.7523,97.8233,-12.671,0.0025
14.4825,2194.9968,97.7916,-12.6695,0.0025
14.485,2195.2412,97.7599,-12.6679,0.0025
14.4875,2195.4856,97.7283,-12.6663,0.0025
14.49,2195.7299,97.6966,-12.6646,0.0025
14.4925,2195.9741,97.6649,-12.663,0.0025
14.495,2196.2182,97.6333,-12.6613,0.0025
14.4975,2196.4622,97.6016,-12.6596,0.0025
14.5,2196.7062,97.57,-12.6578,0.0025
14.5025,2196.9501,97.5383,-12.6557,0.0025
14.505,2197.1939,97.5067,-12.6536,0.0025
14.5075,2197.4376,97.4751,-12.6515,0.0025
14.51,2197.6813,97.4434,-12.6493,0.0025
14.5125,2197.9248,97.4118,-12.6471,0.0025
14.515,2198.1683,97.3802,-12.6449,0.0025
14.5175,2198.4117,97.3486,-12.6426,0.0025
14.52,2198.6551,97.317,-12.6404,0.0025
14.5225,2198.8983,97.2854,-12.6381,0.0025
14.525,2199.1415,97.2538,-12.6357,0.0025
14.5275,2199.3846,97.2222,-12.6334,0.0025
14.53,2199.6276,97.1906,-12.631,0.0025
14.5325,2199.8705,97.1591,-12.6287,0.0025
14.535,2200.1134,97.1275,-12.6263,0.0025
14.5375,2200.3562,97.0959,-12.6238,0.0025
14.54,2200.5989,97.0644,-12.6214,0.0025
14.5425,2200.8415,97.0328,-12.6189,0.0025
14.545,2201.084,97.0013,-12.6164,0.0025
14.5475,2201.3265,96.9697,-12.6139,0.0025
14.55,2201.5689,96.9382,-12.6114,0.0025
14.5525,2201.8112,96.9067,-12.6087,0.0025
14.555,2202.0534,96.8752,-12.606,0.0025
14.5575,2202.2956,96.8437,-12.6032,0.0025
14.56,2202.5376,96.8122,-12.6004,0.0025
14.5625,2202.7796,96.7807,-12.5976,0.0025
14.565,2203.0215,96.7492,-12.5948,0.0025
14.5675,2203.2634,96.7177,-12.592,0.0025
14.57,2203.5051,96.6862,-12.5892,0.0025
14.5725,2203.7468,96.6547,-12.5863,0.0025
14.575,2203.9884,96.6233,-12.5835,0.0025
14.5775,2204.2299,96.5918,-12.5806,0.0025
14.58,2204.4714,96.5604,-12.5778,0.0025
14.5825,2204.7127,96.5289,-12.5749,0.0025
14.585,2204.954,96.4975,-12.572,0.0025
